"","dteday","TMAX","PRCP","AWND","season","day_of_week","mnth_date","day","cnt"
"1668",2015-08-29,306,0,27,"3","Saturday","29_8",29,11526
"1669",2015-08-30,306,0,20,"3","Sunday","30_8",30,10188
"1670",2015-08-31,306,3,17,"3","Monday","31_8",31,11052
"1671",2015-09-01,339,0,17,"3","Tuesday","1_9",1,11522
"1672",2015-09-02,339,0,14,"3","Wednesday","2_9",2,11378
"1673",2015-09-03,344,0,20,"3","Thursday","3_9",3,11131
"1674",2015-09-04,328,20,17,"3","Friday","4_9",4,11050
"1675",2015-09-05,300,0,23,"3","Saturday","5_9",5,10867
"1676",2015-09-06,300,0,9,"3","Sunday","6_9",6,12400
"1677",2015-09-07,322,0,19,"3","Monday","7_9",7,10351
"1678",2015-09-08,339,0,28,"3","Tuesday","8_9",8,10965
"1679",2015-09-09,333,0,22,"3","Wednesday","9_9",9,11065
"1680",2015-09-10,261,18,38,"3","Thursday","10_9",10,10356
"1681",2015-09-11,289,0,27,"3","Friday","11_9",11,12167
"1682",2015-09-12,228,41,17,"3","Saturday","12_9",12,6665
"1683",2015-09-13,228,0,46,"3","Sunday","13_9",13,10397
"1684",2015-09-14,261,0,30,"3","Monday","14_9",14,11156
"1685",2015-09-15,283,0,10,"3","Tuesday","15_9",15,11943
"1686",2015-09-16,300,0,9,"3","Wednesday","16_9",16,11938
"1687",2015-09-17,306,0,13,"3","Thursday","17_9",17,11949
"1688",2015-09-18,294,0,17,"3","Friday","18_9",18,11956
"1689",2015-09-19,306,0,25,"3","Saturday","19_9",19,11580
"1690",2015-09-20,267,0,46,"3","Sunday","20_9",20,10998
"1691",2015-09-21,189,61,34,"3","Monday","21_9",21,7816
"1692",2015-09-22,244,30,31,"3","Tuesday","22_9",22,11952
"1693",2015-09-23,261,0,24,"4","Wednesday","23_9",23,12773
"1694",2015-09-24,261,0,25,"4","Thursday","24_9",24,12514
"1695",2015-09-25,217,0,33,"4","Friday","25_9",25,11403
"1696",2015-09-26,228,10,41,"4","Saturday","26_9",26,11038
"1697",2015-09-27,222,0,36,"4","Sunday","27_9",27,9979
"1698",2015-09-28,267,3,20,"4","Monday","28_9",28,11305
"1699",2015-09-29,261,399,22,"4","Tuesday","29_9",29,7240
"1700",2015-09-30,228,10,41,"4","Wednesday","30_9",30,10184
"1701",2015-10-01,144,69,50,"4","Thursday","1_10",1,4799
"1702",2015-10-02,128,279,57,"4","Friday","2_10",2,2079
"1703",2015-10-03,133,94,57,"4","Saturday","3_10",3,4050
"1704",2015-10-04,150,3,51,"4","Sunday","4_10",4,6624
"1705",2015-10-05,200,0,35,"4","Monday","5_10",5,10445
"1706",2015-10-06,239,0,16,"4","Tuesday","6_10",6,11551
"1707",2015-10-07,250,0,15,"4","Wednesday","7_10",7,11734
"1708",2015-10-08,244,0,9,"4","Thursday","8_10",8,11711
"1709",2015-10-09,278,33,36,"4","Friday","9_10",9,10501
"1710",2015-10-10,189,0,29,"4","Saturday","10_10",10,10269
"1711",2015-10-11,217,0,6,"4","Sunday","11_10",11,10491
"1712",2015-10-12,239,0,16,"4","Monday","12_10",12,10495
"1713",2015-10-13,261,0,27,"4","Tuesday","13_10",13,10803
"1714",2015-10-14,206,0,29,"4","Wednesday","14_10",14,11406
"1715",2015-10-15,194,0,25,"4","Thursday","15_10",15,11506
"1716",2015-10-16,189,0,39,"4","Friday","16_10",16,11263
"1717",2015-10-17,144,0,46,"4","Saturday","17_10",17,8782
"1718",2015-10-18,111,0,39,"4","Sunday","18_10",18,6978
"1719",2015-10-19,139,0,17,"4","Monday","19_10",19,9074
"1720",2015-10-20,206,0,18,"4","Tuesday","20_10",20,10036
"1721",2015-10-21,250,0,8,"4","Wednesday","21_10",21,10678
"1722",2015-10-22,267,0,13,"4","Thursday","22_10",22,11287
"1723",2015-10-23,206,0,27,"4","Friday","23_10",23,11470
"1724",2015-10-24,167,0,29,"4","Saturday","24_10",24,9730
"1725",2015-10-25,206,20,34,"4","Sunday","25_10",25,8587
"1726",2015-10-26,156,0,16,"4","Monday","26_10",26,9973
"1727",2015-10-27,139,3,20,"4","Tuesday","27_10",27,9797
"1728",2015-10-28,211,500,55,"4","Wednesday","28_10",28,5179
"1729",2015-10-29,206,3,26,"4","Thursday","29_10",29,10632
"1730",2015-10-30,144,0,39,"4","Friday","30_10",30,9700
"1731",2015-10-31,156,0,21,"4","Saturday","31_10",31,8721
"1732",2015-11-01,189,15,23,"4","Sunday","1_11",1,7211
"1733",2015-11-02,178,0,4,"4","Monday","2_11",2,9446
"1734",2015-11-03,233,0,4,"4","Tuesday","3_11",3,10508
"1735",2015-11-04,239,25,13,"4","Wednesday","4_11",4,10822
"1736",2015-11-05,244,0,18,"4","Thursday","5_11",5,10553
"1737",2015-11-06,267,0,43,"4","Friday","6_11",6,11609
"1738",2015-11-07,194,46,29,"4","Saturday","7_11",7,5610
"1739",2015-11-08,139,0,23,"4","Sunday","8_11",8,8994
"1740",2015-11-09,106,137,19,"4","Monday","9_11",9,6715
"1741",2015-11-10,128,64,46,"4","Tuesday","10_11",10,5773
"1742",2015-11-11,167,0,56,"4","Wednesday","11_11",11,8901
"1743",2015-11-12,178,8,30,"4","Thursday","12_11",12,8476
"1744",2015-11-13,156,0,62,"4","Friday","13_11",13,9262
"1745",2015-11-14,117,0,62,"4","Saturday","14_11",14,7171
"1746",2015-11-15,189,0,23,"4","Sunday","15_11",15,7441
"1747",2015-11-16,200,0,10,"4","Monday","16_11",16,9156
"1748",2015-11-17,161,0,34,"4","Tuesday","17_11",17,9226
"1749",2015-11-18,189,0,38,"4","Wednesday","18_11",18,9768
"1750",2015-11-19,183,99,29,"4","Thursday","19_11",19,6255
"1751",2015-11-20,139,0,46,"4","Friday","20_11",20,9097
"1752",2015-11-21,128,0,22,"4","Saturday","21_11",21,7299
"1753",2015-11-22,83,0,56,"4","Sunday","22_11",22,4948
"1754",2015-11-23,56,0,38,"4","Monday","23_11",23,6601
"1755",2015-11-24,122,0,20,"4","Tuesday","24_11",24,7500
"1756",2015-11-25,139,0,19,"4","Wednesday","25_11",25,6864
"1757",2015-11-26,172,0,17,"4","Thursday","26_11",26,3394
"1758",2015-11-27,200,0,25,"4","Friday","27_11",27,6240
"1759",2015-11-28,183,0,7,"4","Saturday","28_11",28,6418
"1760",2015-11-29,128,66,38,"4","Sunday","29_11",29,2877
"1761",2015-11-30,56,64,35,"4","Monday","30_11",30,4160
"1762",2015-12-01,83,147,18,"4","Tuesday","1_12",1,3954
"1763",2015-12-02,139,53,24,"4","Wednesday","2_12",2,5740
"1764",2015-12-03,94,0,64,"4","Thursday","3_12",3,7969
"1765",2015-12-04,100,0,21,"4","Friday","4_12",4,7940
"1766",2015-12-05,117,0,9,"4","Saturday","5_12",5,7086
"1767",2015-12-06,122,0,12,"4","Sunday","6_12",6,5980
"1768",2015-12-07,150,0,17,"4","Monday","7_12",7,7928
"1769",2015-12-08,117,0,9,"4","Tuesday","8_12",8,8458
"1770",2015-12-09,78,3,16,"4","Wednesday","9_12",9,7982
"1771",2015-12-10,172,0,12,"4","Thursday","10_12",10,8685
"1772",2015-12-11,172,0,13,"4","Friday","11_12",11,8722
"1773",2015-12-12,217,0,8,"4","Saturday","12_12",12,8720
"1774",2015-12-13,228,0,15,"4","Sunday","13_12",13,8034
"1775",2015-12-14,206,18,45,"4","Monday","14_12",14,6645
"1776",2015-12-15,189,18,62,"4","Tuesday","15_12",15,8803
"1777",2015-12-16,133,0,21,"4","Wednesday","16_12",16,8625
"1778",2015-12-17,111,147,11,"4","Thursday","17_12",17,4553
"1779",2015-12-18,94,0,59,"4","Friday","18_12",18,6698
"1780",2015-12-19,67,0,42,"4","Saturday","19_12",19,4279
"1781",2015-12-20,78,0,22,"4","Sunday","20_12",20,4219
"1782",2015-12-21,133,0,47,"1","Monday","21_12",21,6675
"1783",2015-12-22,156,28,34,"1","Tuesday","22_12",22,4934
"1784",2015-12-23,178,147,25,"1","Wednesday","23_12",23,2263
"1785",2015-12-24,217,8,44,"1","Thursday","24_12",24,2796
"1786",2015-12-25,211,170,16,"1","Friday","25_12",25,1502
"1787",2015-12-26,156,10,25,"1","Saturday","26_12",26,2702
"1788",2015-12-27,206,33,48,"1","Sunday","27_12",27,4623
"1789",2015-12-28,133,66,47,"1","Monday","28_12",28,4459
"1790",2015-12-29,106,99,18,"1","Tuesday","29_12",29,5253
"1791",2015-12-30,122,8,14,"1","Wednesday","30_12",30,5275
"1792",2015-12-31,139,0,31,"1","Thursday","31_12",31,5855
"1793",2016-01-01,61,0,38,"1","Friday","1_1",1,3220
"1794",2016-01-02,94,0,20,"1","Saturday","2_1",2,4921
"1795",2016-01-03,122,0,22,"1","Sunday","3_1",3,4965
"1796",2016-01-04,28,0,68,"1","Monday","4_1",4,5133
"1797",2016-01-05,0,0,34,"1","Tuesday","5_1",5,4850
"1798",2016-01-06,44,0,9,"1","Wednesday","6_1",6,5712
"1799",2016-01-07,50,0,6,"1","Thursday","7_1",7,6592
"1800",2016-01-09,100,61,9,"1","Saturday","9_1",9,5314
"1801",2016-01-10,150,254,57,"1","Sunday","10_1",10,5663
"1802",2016-01-11,39,0,46,"1","Monday","11_1",11,6294
"1803",2016-01-12,72,3,53,"1","Tuesday","12_1",12,6490
"1804",2016-01-13,-10,0,38,"1","Wednesday","13_1",13,5620
"1805",2016-01-14,111,0,31,"1","Thursday","14_1",14,7164
"1806",2016-01-15,94,130,20,"1","Friday","15_1",15,5983
"1807",2016-01-16,111,3,34,"1","Saturday","16_1",16,5908
"1808",2016-01-17,28,5,25,"1","Sunday","17_1",17,3400
"1809",2016-01-18,0,0,84,"1","Monday","18_1",18,2499
"1810",2016-01-19,-32,0,72,"1","Tuesday","19_1",19,3912
"1811",2016-01-20,-16,0,26,"1","Wednesday","20_1",20,4321
"1812",2016-01-21,0,0,51,"1","Thursday","21_1",21,4228
"1813",2016-01-27,72,3,42,"1","Wednesday","27_1",27,528
"1814",2016-01-28,56,0,16,"1","Thursday","28_1",28,2022
"1815",2016-01-29,39,3,55,"1","Friday","29_1",29,2942
"1816",2016-01-30,83,0,30,"1","Saturday","30_1",30,2822
"1817",2016-01-31,156,0,33,"1","Sunday","31_1",31,3611
"1818",2016-02-01,133,46,30,"1","Monday","1_2",1,4604
"1819",2016-02-02,94,0,26,"1","Tuesday","2_2",2,6584
"1820",2016-02-03,122,193,32,"1","Wednesday","3_2",3,4243
"1821",2016-02-04,122,3,45,"1","Thursday","4_2",4,6691
"1822",2016-02-05,56,5,59,"1","Friday","5_2",5,5822
"1823",2016-02-07,72,0,20,"1","Sunday","7_2",7,4664
"1824",2016-02-08,83,0,28,"1","Monday","8_2",8,5994
"1825",2016-02-09,39,79,33,"1","Tuesday","9_2",9,4053
"1826",2016-02-10,22,0,68,"1","Wednesday","10_2",10,5493
"1827",2016-02-12,-10,0,22,"1","Friday","12_2",12,4363
"1828",2016-02-13,-32,0,91,"1","Saturday","13_2",13,1535
"1829",2016-02-14,-43,5,27,"1","Sunday","14_2",14,1851
"1830",2016-02-15,-10,122,22,"1","Monday","15_2",15,501
"1831",2016-02-16,89,201,31,"1","Tuesday","16_2",16,3238
"1832",2016-02-17,83,0,34,"1","Wednesday","17_2",17,6097
"1833",2016-02-19,61,0,33,"1","Friday","19_2",19,5633
"1834",2016-02-20,194,0,58,"1","Saturday","20_2",20,8245
"1835",2016-02-21,133,20,24,"1","Sunday","21_2",21,4254
"1836",2016-02-22,117,0,21,"1","Monday","22_2",22,7148
"1837",2016-02-23,61,91,33,"1","Tuesday","23_2",23,2585
"1838",2016-02-24,144,198,26,"1","Wednesday","24_2",24,3279
"1839",2016-02-25,117,0,68,"1","Thursday","25_2",25,6330
"1840",2016-02-26,33,0,77,"1","Friday","26_2",26,5345
"1841",2016-02-27,83,0,18,"1","Saturday","27_2",27,5432
"1842",2016-02-28,189,0,48,"1","Sunday","28_2",28,8732
"1843",2016-02-29,167,0,55,"1","Monday","29_2",29,7828
"1844",2016-03-01,189,0,42,"1","Tuesday","1_3",1,8588
"1845",2016-03-02,161,10,81,"1","Wednesday","2_3",2,5918
"1846",2016-03-03,50,13,19,"1","Thursday","3_3",3,5902
"1847",2016-03-04,44,10,38,"1","Friday","4_3",4,5345
"1848",2016-03-05,72,0,26,"1","Saturday","5_3",5,5334
"1849",2016-03-06,106,0,18,"1","Sunday","6_3",6,5899
"1850",2016-03-07,189,0,40,"1","Monday","7_3",7,9003
"1851",2016-03-08,256,0,19,"1","Tuesday","8_3",8,10558
"1852",2016-03-09,278,0,27,"1","Wednesday","9_3",9,11214
"1853",2016-03-10,267,0,46,"1","Thursday","10_3",10,10954
"1854",2016-03-11,222,0,30,"1","Friday","11_3",11,11219
"1855",2016-03-12,172,0,12,"1","Saturday","12_3",12,10428
"1856",2016-03-13,161,135,29,"1","Sunday","13_3",13,5194
"1857",2016-03-14,117,8,35,"1","Monday","14_3",14,7671
"1858",2016-03-15,172,3,19,"1","Tuesday","15_3",15,8558
"1859",2016-03-16,239,0,20,"1","Wednesday","16_3",16,13356
"1860",2016-03-17,194,0,36,"1","Thursday","17_3",17,10673
"1861",2016-03-18,183,0,47,"1","Friday","18_3",18,11429
"1862",2016-03-19,106,86,34,"1","Saturday","19_3",19,3227
"1863",2016-03-20,67,0,29,"1","Sunday","20_3",20,4532
"1864",2016-03-21,111,0,51,"2","Monday","21_3",21,7580
"1865",2016-03-22,167,0,38,"2","Tuesday","22_3",22,9763
"1866",2016-03-23,233,0,46,"2","Wednesday","23_3",23,12340
"1867",2016-03-24,250,0,47,"2","Thursday","24_3",24,13363
"1868",2016-03-25,217,0,64,"2","Friday","25_3",25,12212
"1869",2016-03-26,161,0,30,"2","Saturday","26_3",26,14116
"1870",2016-03-27,133,8,21,"2","Sunday","27_3",27,8564
"1871",2016-03-28,200,97,70,"2","Monday","28_3",28,8430
"1872",2016-03-29,150,0,60,"2","Tuesday","29_3",29,10221
"1873",2016-03-30,183,0,37,"2","Wednesday","30_3",30,10873
"1874",2016-03-31,222,0,67,"2","Thursday","31_3",31,11029
"1875",2016-04-01,278,5,62,"2","Friday","1_4",1,10874
"1876",2016-04-02,183,23,52,"2","Saturday","2_4",2,9282
"1877",2016-04-03,117,0,71,"2","Sunday","3_4",3,6800
"1878",2016-04-04,222,8,56,"2","Monday","4_4",4,7398
"1879",2016-04-05,72,0,49,"2","Tuesday","5_4",5,7512
"1880",2016-04-06,139,0,50,"2","Wednesday","6_4",6,9068
"1881",2016-04-07,167,239,47,"2","Thursday","7_4",7,5433
"1882",2016-04-08,106,0,49,"2","Friday","8_4",8,9529
"1883",2016-04-09,78,20,72,"2","Saturday","9_4",9,4069
"1884",2016-04-10,117,0,36,"2","Sunday","10_4",10,7421
"1885",2016-04-11,233,5,70,"2","Monday","11_4",11,9456
"1886",2016-04-12,194,3,66,"2","Tuesday","12_4",12,8583
"1887",2016-04-13,150,0,21,"2","Wednesday","13_4",13,10131
"1888",2016-04-14,178,0,17,"2","Thursday","14_4",14,10523
"1889",2016-04-15,178,0,17,"2","Friday","15_4",15,11395
"1890",2016-04-16,217,0,21,"2","Saturday","16_4",16,13505
"1891",2016-04-17,233,0,13,"2","Sunday","17_4",17,12367
"1892",2016-04-18,283,0,17,"2","Monday","18_4",18,11882
"1893",2016-04-19,278,0,36,"2","Tuesday","19_4",19,11927
"1894",2016-04-20,217,0,26,"2","Wednesday","20_4",20,11650
"1895",2016-04-21,239,0,43,"2","Thursday","21_4",21,11447
"1896",2016-04-23,211,46,47,"2","Saturday","23_4",23,8487
"1897",2016-04-24,206,0,22,"2","Sunday","24_4",24,11948
"1898",2016-04-25,267,0,24,"2","Monday","25_4",25,11694
"1899",2016-04-26,289,0,48,"2","Tuesday","26_4",26,11718
"1900",2016-04-27,206,5,28,"2","Wednesday","27_4",27,8360
"1901",2016-04-28,122,107,30,"2","Thursday","28_4",28,5195
"1902",2016-04-29,128,0,21,"2","Friday","29_4",29,8258
"1903",2016-04-30,133,15,21,"2","Saturday","30_4",30,8511
"1904",2016-05-01,150,135,31,"2","Sunday","1_5",1,4376
"1905",2016-05-02,267,353,30,"2","Monday","2_5",2,8139
"1906",2016-05-03,217,137,27,"2","Tuesday","3_5",3,8132
"1907",2016-05-04,167,0,28,"2","Wednesday","4_5",4,9625
"1908",2016-05-05,139,3,42,"2","Thursday","5_5",5,8726
"1909",2016-05-06,122,234,44,"2","Friday","6_5",6,3102
"1910",2016-05-07,183,8,22,"2","Saturday","7_5",7,9225
"1911",2016-05-08,217,13,43,"2","Sunday","8_5",8,10803
"1912",2016-05-09,172,25,15,"2","Monday","9_5",9,9164
"1913",2016-05-10,172,3,19,"2","Tuesday","10_5",10,10242
"1914",2016-05-11,156,43,13,"2","Wednesday","11_5",11,7669
"1915",2016-05-12,194,0,17,"2","Thursday","12_5",12,10805
"1916",2016-05-13,250,13,42,"2","Friday","13_5",13,10106
"1917",2016-05-14,239,46,38,"2","Saturday","14_5",14,9389
"1918",2016-05-15,150,0,62,"2","Sunday","15_5",15,8507
"1919",2016-05-16,189,0,33,"2","Monday","16_5",16,11357
"1920",2016-05-17,133,84,14,"2","Tuesday","17_5",17,5374
"1921",2016-05-18,183,0,31,"2","Wednesday","18_5",18,10583
"1922",2016-05-19,222,0,18,"2","Thursday","19_5",19,11720
"1923",2016-05-20,250,0,26,"2","Friday","20_5",20,13860
"1924",2016-05-21,167,140,37,"2","Saturday","21_5",21,4432
"1925",2016-05-22,139,175,37,"2","Sunday","22_5",22,2851
"1926",2016-05-23,239,119,25,"2","Monday","23_5",23,8048
"1927",2016-05-24,278,13,29,"2","Tuesday","24_5",24,13235
"1928",2016-05-25,300,0,17,"2","Wednesday","25_5",25,12786
"1929",2016-05-26,317,0,23,"2","Thursday","26_5",26,12188
"1930",2016-05-27,317,0,22,"2","Friday","27_5",27,12139
"1931",2016-05-28,317,0,33,"2","Saturday","28_5",28,11560
"1932",2016-05-29,289,3,21,"2","Sunday","29_5",29,9069
"1933",2016-05-30,283,0,18,"2","Monday","30_5",30,9930
"1934",2016-05-31,311,0,21,"2","Tuesday","31_5",31,11578
"1935",2016-06-01,306,0,23,"2","Wednesday","1_6",1,12355
"1936",2016-06-02,278,0,20,"2","Thursday","2_6",2,12366
"1937",2016-06-03,300,251,17,"2","Friday","3_6",3,8517
"1938",2016-06-04,278,3,22,"2","Saturday","4_6",4,11991
"1939",2016-06-05,289,10,36,"2","Sunday","5_6",5,9378
"1940",2016-06-06,294,0,34,"2","Monday","6_6",6,12468
"1941",2016-06-07,294,0,42,"2","Tuesday","7_6",7,13271
"1942",2016-06-08,217,0,60,"2","Wednesday","8_6",8,13586
"1943",2016-06-09,267,0,49,"2","Thursday","9_6",9,13423
"1944",2016-06-10,272,0,30,"2","Friday","10_6",10,13730
"1945",2016-06-11,350,0,30,"2","Saturday","11_6",11,11993
"1946",2016-06-12,328,0,67,"2","Sunday","12_6",12,11023
"1947",2016-06-13,267,0,43,"2","Monday","13_6",13,13161
"1948",2016-06-14,267,0,31,"2","Tuesday","14_6",14,13949
"1949",2016-06-15,272,38,26,"2","Wednesday","15_6",15,12954
"1950",2016-06-16,294,716,30,"2","Thursday","16_6",16,11056
"1951",2016-06-18,289,0,17,"2","Saturday","18_6",18,13550
"1952",2016-06-19,306,0,21,"2","Sunday","19_6",19,11830
"1953",2016-06-20,317,0,23,"2","Monday","20_6",20,12912
"1954",2016-06-21,306,429,30,"3","Tuesday","21_6",21,9513
"1955",2016-06-22,289,0,33,"3","Wednesday","22_6",22,13902
"1956",2016-06-23,261,150,16,"3","Thursday","23_6",23,9435
"1957",2016-06-24,294,0,27,"3","Friday","24_6",24,12405
"1958",2016-06-25,283,0,23,"3","Saturday","25_6",25,13600
"1959",2016-06-26,294,0,21,"3","Sunday","26_6",26,12356
"1960",2016-06-27,300,0,31,"3","Monday","27_6",27,11922
"1961",2016-06-28,317,15,22,"3","Tuesday","28_6",28,11064
"1962",2016-06-29,272,0,36,"3","Wednesday","29_6",29,13778
"1963",2016-06-30,283,0,14,"3","Thursday","30_6",30,13319
"1964",2016-07-01,311,0,20,"3","Friday","1_7",1,12405
"1965",2016-07-02,267,0,34,"3","Saturday","2_7",2,14072
"1966",2016-07-03,228,5,19,"3","Sunday","3_7",3,13036
"1967",2016-07-04,222,86,35,"3","Monday","4_7",4,7600
"1968",2016-07-05,322,140,26,"3","Tuesday","5_7",5,11970
"1969",2016-07-06,328,0,20,"3","Wednesday","6_7",6,12448
"1970",2016-07-07,322,0,28,"3","Thursday","7_7",7,12218
"1971",2016-07-08,317,8,22,"3","Friday","8_7",8,11581
"1972",2016-07-09,328,0,36,"3","Saturday","9_7",9,12198
"1973",2016-07-10,294,0,42,"3","Sunday","10_7",10,11981
"1974",2016-07-13,333,0,15,"3","Wednesday","13_7",13,12520
"1975",2016-07-14,350,0,35,"3","Thursday","14_7",14,12086
"1976",2016-07-15,328,0,26,"3","Friday","15_7",15,12613
"1977",2016-07-16,333,41,18,"3","Saturday","16_7",16,13837
"1978",2016-07-17,322,0,19,"3","Sunday","17_7",17,15526
"1979",2016-07-18,350,53,26,"3","Monday","18_7",18,9729
"1980",2016-07-19,328,0,21,"3","Tuesday","19_7",19,12325
"1981",2016-07-20,300,0,24,"3","Wednesday","20_7",20,13300
"1982",2016-07-21,322,0,19,"3","Thursday","21_7",21,12862
"1983",2016-07-22,344,0,27,"3","Friday","22_7",22,12105
"1984",2016-07-23,367,8,26,"3","Saturday","23_7",23,10261
"1985",2016-07-24,361,5,25,"3","Sunday","24_7",24,9615
"1986",2016-07-25,378,3,23,"3","Monday","25_7",25,10275
"1987",2016-07-26,350,0,28,"3","Tuesday","26_7",26,11150
"1988",2016-07-27,344,0,19,"3","Wednesday","27_7",27,11568
"1989",2016-07-28,333,251,25,"3","Thursday","28_7",28,9366
"1990",2016-07-29,322,86,26,"3","Friday","29_7",29,12151
"1991",2016-07-30,311,81,32,"3","Saturday","30_7",30,8938
"1992",2016-07-31,322,0,16,"3","Sunday","31_7",31,10844
"1993",2016-08-01,322,0,21,"3","Monday","1_8",1,11951
"1994",2016-08-02,311,0,29,"3","Tuesday","2_8",2,13374
"1995",2016-08-03,278,0,28,"3","Wednesday","3_8",3,13591
"1996",2016-08-04,289,0,15,"3","Thursday","4_8",4,13555
"1997",2016-08-05,267,0,34,"3","Friday","5_8",5,13186
"1998",2016-08-06,328,5,31,"3","Saturday","6_8",6,11340
"1999",2016-08-07,317,0,25,"3","Sunday","7_8",7,11962
"2000",2016-08-08,311,0,19,"3","Monday","8_8",8,11926
"2001",2016-08-09,256,0,17,"3","Tuesday","9_8",9,12424
"2002",2016-08-10,339,0,40,"3","Wednesday","10_8",10,12258
"2003",2016-08-11,350,0,42,"3","Thursday","11_8",11,11466
"2004",2016-08-12,356,0,40,"3","Friday","12_8",12,10853
"2005",2016-08-13,372,0,36,"3","Saturday","13_8",13,8717
"2006",2016-08-14,361,13,30,"3","Sunday","14_8",14,7708
"2007",2016-08-15,356,36,20,"3","Monday","15_8",15,9240
"2008",2016-08-16,356,0,31,"3","Tuesday","16_8",16,11316
"2009",2016-08-17,344,168,29,"3","Wednesday","17_8",17,10988
"2010",2016-08-18,322,0,25,"3","Thursday","18_8",18,11821
"2011",2016-08-19,317,0,15,"3","Friday","19_8",19,11915
"2012",2016-08-20,322,0,23,"3","Saturday","20_8",20,11534
"2013",2016-08-21,322,18,34,"3","Sunday","21_8",21,7252
"2014",2016-08-22,294,0,33,"3","Monday","22_8",22,12349
"2015",2016-08-23,294,0,19,"3","Tuesday","23_8",23,13042
"2016",2016-08-24,306,0,34,"3","Wednesday","24_8",24,12753
"2017",2016-08-25,328,0,34,"3","Thursday","25_8",25,12524
"2018",2016-08-26,350,0,20,"3","Friday","26_8",26,11296
"2019",2016-08-27,333,0,22,"3","Saturday","27_8",27,11197
"2020",2016-08-28,328,0,13,"3","Sunday","28_8",28,10528
"2021",2016-08-29,344,0,20,"3","Monday","29_8",29,11433
"2022",2016-08-30,328,0,23,"3","Tuesday","30_8",30,12216
"2023",2016-08-31,333,5,23,"3","Wednesday","31_8",31,11613
"2024",2016-09-01,289,43,26,"3","Thursday","1_9",1,9998
"2025",2016-09-02,267,0,37,"3","Friday","2_9",2,12715
"2026",2016-09-03,267,0,47,"3","Saturday","3_9",3,11027
"2027",2016-09-04,278,0,24,"3","Sunday","4_9",4,12790
"2028",2016-09-05,311,0,21,"3","Monday","5_9",5,11220
"2029",2016-09-06,339,0,39,"3","Tuesday","6_9",6,11752
"2030",2016-09-07,344,0,31,"3","Wednesday","7_9",7,11028
"2031",2016-09-08,356,0,28,"3","Thursday","8_9",8,11470
"2032",2016-09-09,367,0,26,"3","Friday","9_9",9,11415
"2033",2016-09-10,356,0,32,"3","Saturday","10_9",10,10376
"2034",2016-09-11,289,0,43,"3","Sunday","11_9",11,11585
"2035",2016-09-12,289,0,23,"3","Monday","12_9",12,12311
"2036",2016-09-13,322,0,34,"3","Tuesday","13_9",13,12805
"2037",2016-09-14,339,0,23,"3","Wednesday","14_9",14,12525
"2038",2016-09-15,250,0,33,"3","Thursday","15_9",15,13273
"2039",2016-09-16,250,0,24,"3","Friday","16_9",16,13211
"2040",2016-09-17,278,0,37,"3","Saturday","17_9",17,12902
"2041",2016-09-18,317,0,33,"3","Sunday","18_9",18,11347
"2042",2016-09-19,244,58,21,"3","Monday","19_9",19,8464
"2043",2016-09-20,272,0,29,"3","Tuesday","20_9",20,12630
"2044",2016-09-21,289,0,28,"3","Wednesday","21_9",21,12489
"2045",2016-09-22,306,0,17,"3","Thursday","22_9",22,12730
"2046",2016-09-23,328,0,11,"4","Friday","23_9",23,13342
"2047",2016-09-24,244,0,26,"4","Saturday","24_9",24,13106
"2048",2016-09-25,233,0,20,"4","Sunday","25_9",25,11949
"2049",2016-09-26,200,8,32,"4","Monday","26_9",26,11452
"2050",2016-09-27,250,69,22,"4","Tuesday","27_9",27,12357
"2051",2016-09-28,200,208,36,"4","Wednesday","28_9",28,7727
"2052",2016-09-29,200,236,63,"4","Thursday","29_9",29,5886
"2053",2016-09-30,178,25,49,"4","Friday","30_9",30,8526
"2054",2016-10-01,183,51,30,"4","Saturday","1_10",1,6629
"2055",2016-10-02,239,0,12,"4","Sunday","2_10",2,10444
"2056",2016-10-03,244,0,23,"4","Monday","3_10",3,12301
"2057",2016-10-04,239,0,27,"4","Tuesday","4_10",4,12794
"2058",2016-10-05,217,0,23,"4","Wednesday","5_10",5,12590
"2059",2016-10-06,217,0,13,"4","Thursday","6_10",6,12362
"2060",2016-10-07,211,0,21,"4","Friday","7_10",7,13195
"2061",2016-10-08,189,51,31,"4","Saturday","8_10",8,5125
"2062",2016-10-09,194,0,88,"4","Sunday","9_10",9,10026
"2063",2016-10-11,189,0,14,"4","Tuesday","11_10",11,11529
"2064",2016-10-12,206,0,12,"4","Wednesday","12_10",12,11797
"2065",2016-10-13,228,0,28,"4","Thursday","13_10",13,12239
"2066",2016-10-14,178,0,16,"4","Friday","14_10",14,12471
"2067",2016-10-15,194,0,15,"4","Saturday","15_10",15,12319
"2068",2016-10-16,239,0,27,"4","Sunday","16_10",16,11253
"2069",2016-10-17,289,0,18,"4","Monday","17_10",17,11905
"2070",2016-10-18,294,0,28,"4","Tuesday","18_10",18,12986
"2071",2016-10-19,306,8,21,"4","Wednesday","19_10",19,12921
"2072",2016-10-20,283,0,35,"4","Thursday","20_10",20,13020
"2073",2016-10-21,244,36,51,"4","Friday","21_10",21,10585
"2074",2016-10-22,144,0,97,"4","Saturday","22_10",22,8904
"2075",2016-10-23,211,0,42,"4","Sunday","23_10",23,9605
"2076",2016-10-24,211,0,51,"4","Monday","24_10",24,10800
"2077",2016-10-25,167,0,45,"4","Tuesday","25_10",25,11181
